age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
70.61598259065171,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,Black,Female,-7035.748985651584,-405.7120045592339,59.83281122858119,United-States
51.82224310094311,Self-emp-inc,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,13945.40219134175,306.73416461964416,89.90112016718186,United-States
51.23177710597151,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,1783.9848417187518,230.8074094158138,42.49049678634398,United-States
117.45104764247054,Self-emp-not-inc,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,7426.226547132304,-2.124548897423999,43.41263248400655,United-States
77.81806390033354,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-4914.8325440066155,-517.1061416454178,60.28275371792989,United-States
46.914045200915865,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,3662.0851465664978,567.9139703864824,60.12913055898947,United-States
70.7259111462735,Self-emp-not-inc,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,-7408.514463631523,169.64230855216869,76.6580546142687,United-States
55.20644438802795,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,1241.566841817698,529.7736566349536,48.26529488535901,United-States
76.54863235255274,Private,10th,6,Married-civ-spouse,Sales,Husband,White,Male,-4062.205209924166,-815.6370089530714,82.6683624275003,United-States
73.13761345697439,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,-5774.309968402321,86.56592278521114,85.47369399997771,United-States
59.613199725013004,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-1492.5292886096563,-236.6319158004479,83.25849415798706,United-States
53.604431663572655,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,-16325.290419142551,77.92923478403793,30.663603882421572,United-States
68.56028092038054,Private,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,-7877.804947405055,456.82618431499543,50.61876685257274,United-States
49.47538520861588,Private,Some-college,10,Never-married,Tech-support,Unmarried,White,Female,6597.591562688689,217.36364334195065,18.73620255353179,United-States
79.97776100140356,Private,10th,6,Divorced,Adm-clerical,Own-child,Black,Male,3357.570690519811,70.39983993842831,64.0603216994214,United-States
56.49729180061696,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,-7238.99780318768,2119.1684726061094,60.253610219554204,United-States
58.46470769919102,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4849.643776013241,-588.7126401430572,67.85369660438967,United-States
50.481726047257894,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,-5778.474038826852,-315.86023439301954,81.67967779195101,United-States
54.26447641489279,Local-gov,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,9124.077027896288,531.2122009972204,99.83903847889194,United-States
86.05063522611601,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,10470.719439110939,-148.3421457645066,67.78721016884595,United-States
87.34200705928441,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,-1656.4910687064485,539.2037791471354,78.06883486506051,United-States
41.27814681270239,Private,HS-grad,9,Married-spouse-absent,Farming-fishing,Own-child,White,Female,87.87154748033606,408.0201302812562,69.17423070120216,Mexico
65.4119936892542,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Male,19841.79398627375,430.0899330964614,57.25367426314182,United-States
46.52726954298426,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,-4888.542100076837,201.89429062550565,72.33503534366466,United-States
45.26451907661061,Private,Masters,14,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,2454.9977936432188,-119.29877630807226,73.48131284258717,United-States
66.81261327787736,Local-gov,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,6589.800218814662,-0.3091340074184288,50.732952031266265,United-States
56.38476837237117,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,-6405.985105234123,330.33077380964835,53.37040595245766,United-States
86.02961751550659,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,-11114.901646893348,1513.9218880668113,65.83310897946285,United-States
65.11018950704025,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Male,-3713.234782157327,582.3780369376901,73.83582771259523,United-States
76.08240701288507,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,6426.546236132471,-146.07920327179107,77.29997922555984,United-States
74.58726731918841,Private,HS-grad,9,Widowed,Sales,Unmarried,White,Female,-1782.2939660290995,26.787376651887918,73.02343875592155,United-States
65.96059558860412,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,Black,Male,-955.8140892521388,30.388785137756166,63.590052814879485,United-States
40.153803662700895,Private,11th,7,Never-married,Other-service,Own-child,White,Female,7554.179531167815,46.19105227510413,58.532354032393236,United-States
26.88513021085337,Private,11th,7,Never-married,Other-service,Own-child,White,Male,-5242.8524804869685,-485.9023476643415,28.703680305111074,United-States
56.75886695106074,Private,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,Other,Male,105.07458224134143,126.20817703946203,47.29652784595009,United-States
57.572580904816434,Self-emp-not-inc,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,-10515.583794677861,311.1068467744919,28.641639704533215,United-States
76.21286519786749,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,3156.741808769687,-791.1750015712698,66.40628682819803,United-States
45.54513925068622,State-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,2476.9712347272143,-480.53219165691416,33.326210083660996,United-States
57.7566972924822,Private,Some-college,10,Separated,Sales,Own-child,White,Female,6695.386231048629,437.0492230498676,72.06039298284136,United-States
58.049114028287484,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,-7768.65122398763,359.3251218945106,43.43332339444234,United-States
88.75717224489657,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,-663.5336355997389,2089.6195379085925,64.4332931912698,Columbia
65.90278695861286,Private,Some-college,10,Divorced,Sales,Own-child,White,Male,-8761.449611436146,-222.11590615453136,62.93667839514859,United-States
87.6005633659578,Private,HS-grad,9,Widowed,Sales,Other-relative,White,Female,-1067.6093930000357,361.7543486544585,49.809211533393665,United-States
95.68145873298312,Private,5th-6th,3,Widowed,Priv-house-serv,Unmarried,Black,Female,11809.777269198898,-439.6438059390174,36.1993878652038,United-States
58.96120163658419,Private,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Male,-1623.9200695679829,5.462069491655811,60.522748899626656,Poland
85.89386404372814,Private,10th,6,Widowed,Sales,Not-in-family,White,Female,-9413.179441059963,-482.9161850049435,46.85741908577514,United-States
48.64801288429955,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,-4300.362535760228,-4.8413287770836675,49.445841631207884,United-States
39.935780417732104,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,-11239.316076725727,1534.416705761233,78.76759569259966,United-States
75.07880450539741,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,-8890.399142369586,378.5458943737755,68.37156847951547,United-States
81.49449377571213,Private,12th,8,Widowed,Adm-clerical,Unmarried,White,Female,5767.164106198613,243.77783770716414,54.41727778621883,Mexico
55.83545408293614,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,-10012.099448924173,-175.51002253117764,65.71888055412802,United-States
59.99688298742968,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Black,Female,3094.2106097375363,518.2678086315603,74.9509260529581,Cuba
62.54666382771528,Private,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,958.387459727649,-336.6405942340203,54.91292428338194,United-States
74.42641958468967,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,-3194.7550440920554,48.09088182711219,65.1021000017888,United-States
67.37514607278824,State-gov,Doctorate,16,Separated,Prof-specialty,Unmarried,White,Female,2460.8951746003463,-193.99228176720376,62.59080763670144,United-States
75.10114652681452,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,-6221.522151039817,372.93213911045007,81.00484219517986,United-States
73.62209235094875,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,7033.051446459064,331.6075528336532,55.05758398166989,United-States
37.46852197144151,Self-emp-inc,Bachelors,13,Divorced,Farming-fishing,Not-in-family,White,Male,-4437.946069840348,606.6809501836013,64.87475440846498,United-States
58.629445640392,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-2112.918922506092,97.4939752593076,73.54659685946177,Puerto-Rico
74.26651309084544,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,-709.6653335848237,-1173.447937389205,78.90456198699086,Germany
37.54893341527408,Private,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,5904.938303648261,-117.1518029210466,50.597015158247075,United-States
70.9314197142858,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,4824.083766892631,716.6675064934224,81.71202806105795,United-States
34.75644550730473,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,-18772.07227376219,-72.92636548099523,65.34319491645847,United-States
67.69505844428309,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,2661.318836640752,-738.1601543427479,68.45494146377499,United-States
65.76674752606948,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,-12235.295026761021,250.5239984440839,62.21878483879151,United-States
75.98320757440104,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Male,-1777.2132031011297,281.7390517668209,80.85255206043587,United-States
62.37553712253245,Private,Bachelors,13,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Female,-39.646178792702926,-240.93448545818356,68.2324278694735,Philippines
63.38618775027456,Self-emp-inc,11th,7,Never-married,Exec-managerial,Other-relative,White,Male,-1857.22865791924,2403.758228905824,70.24814401746025,United-States
57.96783369401513,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,13112.964418312493,-291.1011853379604,73.41162855548075,United-States
57.17033331062778,Local-gov,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,6133.011618244699,281.11678796716194,80.07710962975841,United-States
39.209937653546014,State-gov,11th,7,Never-married,Other-service,Own-child,White,Male,-4997.829726593119,86.4724779453187,34.17098156660839,United-States
53.72811730395117,Local-gov,11th,7,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Female,-5268.593343294522,-424.1357930078514,62.36169628650811,United-States
38.94237249289447,Private,11th,7,Separated,Exec-managerial,Not-in-family,White,Female,498.4681063202524,58.84321926490682,64.94374263539669,United-States
74.38734872697678,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,-10738.351105919035,-243.36785919164166,69.68063812851659,United-States
54.79925944113904,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Female,-2788.21120518214,673.1416703597687,48.59513967384645,United-States
53.85302149757079,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,10813.282270838909,436.14376717365525,97.54613702293018,United-States
49.64332266931172,Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,-10459.387301353454,11.751528531311557,54.7088083842939,United-States
57.62015716066067,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,-1768.2375883799555,96.69183328140426,82.73889878369997,United-States
65.70380391540425,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,-3647.671402410138,486.3027543574659,58.38383638510339,El-Salvador
65.73268622448015,Private,11th,7,Divorced,Craft-repair,Not-in-family,White,Male,15711.08655078726,-9.690389585521423,80.65457448047498,United-States
72.95859023670147,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,-3241.9523301988725,379.62430257990064,82.1580446028235,United-States
73.74781289598245,Private,Bachelors,13,Never-married,Other-service,Own-child,White,Female,-2809.32387966885,679.9611039635379,43.71261180819833,United-States
51.52152800099793,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,-6915.388898979178,-142.22058151596997,87.32516149912617,United-States
56.20351808414271,Private,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,836.0085239066037,750.4548181116413,82.92176635566813,United-States
51.03002296757094,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,2779.9956443365827,628.8870027494384,64.65281019522914,United-States
62.56584461699454,Private,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Male,-3661.1646377726356,166.65741629933734,67.73252424354712,United-States
69.55571244029994,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,8135.136698846826,-122.60032527205826,110.94231840562261,United-States
87.65973480728977,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,2786.677158890403,161.45796595986346,98.40830664954723,United-States
54.366884994017724,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,7115.439455325609,-39.30265291631124,54.46838783118405,United-States
76.92569778417037,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,-1678.9412491383164,-268.3254777010936,60.571076189673946,United-States
58.02889665359105,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,2578.902973894882,285.17095154700513,69.71327562197969,United-States
57.25298017192713,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,-821.5961482264189,-364.7150008761164,64.11992218926174,United-States
50.478845382752596,State-gov,Some-college,10,Never-married,Prof-specialty,Unmarried,Black,Female,11630.119883436275,-78.59060408521177,70.74582190003869,United-States
106.541799911321,Private,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,1633.0117983865784,-73.09639837956985,70.07750029708231,United-States
28.55613958530101,Local-gov,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,831.7765001665388,-507.4640370058588,51.50693260307307,United-States
78.02858802022043,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,-2648.578621673308,337.88567854235487,86.6442698938708,United-States
54.746969025592065,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,-3078.7574632849805,-32.55113207949244,82.84059328000151,United-States
33.31767413315484,Private,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,2538.1947172391297,605.3804972340057,79.42775846117166,United-States
34.30771128071846,Private,11th,7,Never-married,Other-service,Not-in-family,White,Male,6874.631003011363,-39.36619079504023,47.100794450371524,United-States
46.79637580408205,Private,10th,6,Never-married,Other-service,Own-child,White,Male,-4335.232217742272,-107.01240322307115,36.77186721400331,United-States
81.69941145697894,Local-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,1709.8868759067568,-315.0559850327054,89.93097529479793,United-States
76.94472794111263,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Other-service,Wife,White,Female,2139.086308706364,79.13306515136662,91.22834199608712,United-States
99.01266245580995,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,3437.29258180555,81.49276687998002,67.90927782354919,United-States
85.12399482480598,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-11958.828494734966,372.6794058206108,56.50116417154705,United-States
47.65036725611914,State-gov,HS-grad,9,Never-married,Tech-support,Own-child,White,Male,-6125.168319505367,90.82491085068204,74.11097152270668,United-States
31.616849654113153,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,-9412.618226146466,937.4976344473517,59.725060197044165,United-States
87.19369217660689,Private,Some-college,10,Widowed,Other-service,Not-in-family,Black,Female,1011.6123945695642,253.40016023925315,64.00835001544067,United-States
50.97409199694533,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,-5948.098463322235,-349.3900373555531,54.844465346541824,United-States
68.2056376342652,Self-emp-inc,Masters,14,Married-spouse-absent,Sales,Not-in-family,Asian-Pac-Islander,Male,-2931.7725778606164,-384.7454480248096,70.67888077202494,India
52.61687072431668,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,-8134.012627226875,286.2245514058589,43.5034311592665,United-States
68.81847695994891,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,-2238.6424284755963,-362.544459304129,31.53141369532955,United-States
57.69758877388347,Private,10th,6,Never-married,Sales,Other-relative,Black,Female,-7611.008918694377,311.307248199761,67.3741832821578,United-States
66.73755152433625,Private,Some-college,10,Separated,Craft-repair,Unmarried,White,Female,6414.959168313222,436.954688678088,29.73604321633095,United-States
72.58368008497037,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,Black,Female,4338.052474708818,447.02300815706195,63.662955559823416,United-States
56.04356180721011,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,1886.1419677558783,-300.2455878873302,50.431612469041355,Puerto-Rico
36.63499464352312,Private,11th,7,Never-married,Handlers-cleaners,Own-child,Black,Male,-1483.7296546194084,447.7452426200313,87.07110431545621,United-States
60.27204445243325,Private,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,-14419.620141051526,197.5812857010979,65.41772935658938,United-States
80.96336273821238,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,5039.6850046672025,-191.08902800432818,64.46649423739062,United-States
106.93408552286006,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,-4908.329053270034,-3.754928225999244,70.35658236455608,United-States
68.38524936558629,Local-gov,Bachelors,13,Widowed,Adm-clerical,Not-in-family,White,Female,2609.383446094591,259.69204052222506,55.64824140627677,United-States
79.60227858807399,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,5384.994107867218,-218.23237999200066,63.516070805535975,United-States
64.10114794165972,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,3185.908494333737,188.9220743329848,89.04722491845013,United-States
43.07915216504772,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,10179.51286554062,666.6842692495762,61.614356687793375,United-States
36.971711930032704,Private,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Black,Male,-3468.907942104242,465.5337586850435,68.7973667229283,United-States
42.12827671480568,Private,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,-3777.906887588181,97.07698583069322,55.864238646802775,United-States
83.67819317953244,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,8501.474666468555,160.63550807460823,74.10457279714564,United-States
37.86296208225526,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,2005.2882497576388,-161.92889620851517,7.820160769046236,United-States
86.70418314483274,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,-1074.2575578726392,-150.16322027035332,61.90306121671321,United-States
34.790023991224565,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,14528.003441435829,-579.2852045665408,50.699385523961965,United-States
86.9290121055989,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,5072.157240232857,167.7229813749728,59.265338629331424,United-States
80.73637012332533,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Black,Female,-653.5217010268992,347.9219495482213,77.68906935434495,United-States
59.609956504133955,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,-4345.566918173987,33.23722886642822,81.77932495529552,United-States
58.13468472695765,Self-emp-not-inc,Assoc-voc,11,Divorced,Tech-support,Unmarried,Black,Male,10652.56477047463,-303.6445388510604,60.190618833890625,United-States
55.05512914198556,Private,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,16653.211790430916,90.4529265014769,92.55183011305543,United-States
75.54062448184317,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,15033.25233254975,623.309492933823,50.05504328797734,United-States
66.68422212163719,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,13494.584723817667,437.93323947183893,82.82585111236486,United-States
70.54410753786267,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,7325.519002036739,50.517868940032486,79.06441517356559,United-States
50.85550747166947,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,4864.522348943274,918.0790401388057,61.1670924683751,United-States
55.94202367074668,Local-gov,HS-grad,9,Never-married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,7354.492790863747,1190.1333801040782,57.307038201971714,United-States
70.4492811475827,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,4130.469394200639,-137.7345159473473,46.84890605178409,United-States
83.77627714336651,Private,Some-college,10,Widowed,Exec-managerial,Not-in-family,Black,Female,4901.939091707064,-39.88072172654942,61.77242594559572,United-States
85.1099680116132,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,-4686.100943932925,352.4470368303894,66.13461989426114,United-States
73.43205136631869,Private,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,14258.461659097251,-318.537104273423,64.42691940427032,Puerto-Rico
72.85587484429064,Private,Bachelors,13,Never-married,Priv-house-serv,Not-in-family,White,Female,-8427.618045620899,417.5287768888032,77.94097315129488,United-States
58.557762989777814,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,3072.2180335742296,105.21476527544593,52.571070158995475,United-States
49.26392949286247,Private,Bachelors,13,Divorced,Other-service,Unmarried,Other,Female,-9195.914217938769,218.07005652305406,57.37738316916831,United-States
84.2279816879073,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,35.21775102978336,-177.5410793465193,53.357443222177665,United-States
82.3127776820435,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,-3491.112379275965,-266.2082728136092,62.17667488172317,United-States
114.8790607476135,Private,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Male,1778.2767767085438,1515.4645502980895,72.47995894107477,United-States
92.08211425723505,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,3313.535184579935,683.0500335850967,68.71255758711811,United-States
30.55906505135919,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-6360.679386059137,456.0892780682313,86.11210495097451,United-States
